Order ID,Order Date,Product Category,Region,Sales,Profit
11177,2023-08-27,Electronics,West,11134,10691
11178,2024-08-25,Electronics,East,19556,-946
11179,2024-03-06,Electronics,South,35977,669
11180,2021-07-21,Clothing,North,18659,5246
11181,2024-12-30,Clothing,West,10032,4590
11182,2021-11-09,Furniture,East,31461,11289
11183,2021-04-27,Clothing,East,14873,3432
11184,2023-07-26,Clothing,East,18512,4851
11185,2022-07-29,Electronics,West,31461,11448
11186,2021-09-01,Furniture,North,25198,2622
11187,2022-06-21,Furniture,East,12402,-1444
11188,2021-03-16,Furniture,West,38467,-2807
11189,2022-01-21,Clothing,West,12239,3604
11190,2024-05-18,Electronics,South,28739,6583
11191,2022-04-20,Electronics,West,33476,10875
11192,2022-02-22,Electronics,East,18686,-706
11193,2021-12-13,Furniture,East,45553,5367
11194,2022-10-02,Clothing,West,19938,7216
11195,2023-07-28,Clothing,East,8654,987
11196,2023-08-13,Electronics,West,27322,10693
11197,2023-05-26,Furniture,East,19241,-925
11198,2023-02-02,Electronics,South,20651,7275
11199,2024-04-17,Electronics,North,9658,4932
11200,2024-04-20,Electronics,South,22248,4959
11201,2022-10-26,Clothing,South,13496,960
11202,2021-01-25,Clothing,North,16999,6515
11203,2024-04-18,Furniture,East,16376,-1524
11204,2022-12-11,Electronics,North,16075,14206
11205,2024-03-30,Clothing,West,14458,6034
11206,2021-06-26,Clothing,North,2027,4731
11207,2021-10-12,Electronics,South,24913,4548
11208,2021-03-04,Furniture,North,13024,-3736
11209,2023-09-30,Clothing,East,11047,4525
11210,2022-10-24,Clothing,South,11163,7077
11211,2022-10-28,Furniture,West,35925,7796
11212,2021-06-05,Clothing,East,5870,1826
11213,2023-12-09,Electronics,South,22382,14745
11214,2023-08-25,Clothing,West,19602,1105
11215,2023-04-29,Electronics,East,30343,11003
11216,2024-01-13,Electronics,West,40089,14782
11217,2024-10-16,Electronics,North,49437,11487
11218,2022-11-20,Clothing,North,21752,6774
11219,2021-05-28,Clothing,West,12844,3439
11220,2021-12-08,Electronics,North,43416,11189
11221,2022-04-21,Clothing,West,19328,3978
11222,2023-12-23,Furniture,East,51629,1348
11223,2024-10-15,Electronics,South,33254,-1177
11224,2022-07-15,Electronics,West,34472,5084
11225,2021-11-23,Clothing,South,18791,2915
11226,2024-03-10,Electronics,South,24919,12236
11227,2023-09-17,Clothing,West,18236,3127
11228,2021-08-03,Electronics,North,19969,9700
11229,2022-03-11,Clothing,East,2543,4400
11230,2023-08-10,Clothing,South,13945,4724
11231,2022-12-24,Clothing,East,20485,7257
11232,2024-09-03,Furniture,South,28630,3268
11233,2021-02-01,Furniture,West,34944,7813
11234,2022-11-01,Clothing,North,24351,5101
11235,2021-10-12,Clothing,East,19409,4833
11236,2024-08-21,Electronics,South,13399,5436
11237,2022-03-05,Clothing,West,16947,6269
11238,2021-10-13,Electronics,West,63510,1682
11239,2024-03-13,Furniture,South,11854,-2015
11240,2024-12-18,Electronics,South,35461,5496
11241,2023-11-09,Clothing,South,3325,3396
11242,2021-01-18,Electronics,North,42022,13667
11243,2023-02-08,Clothing,South,18078,5765
11244,2022-08-13,Furniture,South,31655,5006
11245,2024-10-26,Electronics,North,18567,6854
11246,2024-04-13,Furniture,West,13325,-1857
11247,2023-10-07,Electronics,South,56946,10417
11248,2021-07-13,Clothing,East,6675,1977
11249,2022-05-17,Furniture,West,37606,2148
11250,2023-09-15,Electronics,East,15551,14490
11251,2024-02-11,Furniture,South,12246,1653
11252,2021-04-24,Electronics,North,15649,14895
11253,2024-05-30,Electronics,North,49209,-1112
11254,2023-08-05,Furniture,North,39424,3791
11255,2023-04-11,Electronics,South,19075,13204
11256,2024-07-11,Furniture,South,19950,413
11257,2023-07-14,Furniture,East,13569,-3758
11258,2021-02-24,Electronics,North,45097,8487
11259,2023-03-11,Clothing,South,5395,940
11260,2023-02-17,Electronics,West,29615,6039
11261,2021-06-11,Electronics,South,16198,-414
11262,2024-11-04,Electronics,South,15371,1436
11263,2021-03-28,Electronics,West,36014,6089
11264,2021-02-24,Electronics,North,24057,-690
11265,2024-04-16,Electronics,West,17819,13465
11266,2024-11-15,Furniture,North,30494,-4523
11267,2024-10-04,Furniture,West,24577,4868
11268,2023-10-29,Clothing,East,3260,7819
11269,2023-04-13,Clothing,North,2381,1680
11270,2021-11-09,Furniture,South,15398,7562
11271,2023-01-29,Electronics,East,34667,2629
11272,2022-03-19,Clothing,North,7704,2276
11273,2021-11-24,Furniture,North,53606,-3756
11274,2023-12-14,Electronics,North,12132,1669
11275,2023-01-31,Clothing,West,19584,2294
11276,2024-06-16,Furniture,North,37277,-3067
11277,2024-06-06,Furniture,South,43514,4032
11278,2022-08-02,Clothing,North,8827,6768
11279,2023-12-11,Electronics,South,43763,-1208
11280,2023-10-04,Electronics,South,62003,7742
11281,2024-07-11,Electronics,South,47137,12800
11282,2024-12-12,Clothing,East,12836,792
11283,2021-04-06,Electronics,South,47632,2022
11284,2024-01-17,Furniture,West,28032,6008
11285,2024-01-07,Electronics,North,13171,7589
11286,2024-08-04,Electronics,West,26077,4710
11287,2024-02-18,Clothing,East,19421,4352
11288,2023-03-25,Clothing,North,7459,7245
11289,2022-05-06,Electronics,South,17754,5048
11290,2022-03-28,Electronics,North,30568,7483
11291,2021-06-14,Clothing,East,19545,1529
11292,2021-07-01,Electronics,East,36913,10449
11293,2022-04-14,Electronics,West,41746,6709
11294,2023-06-29,Furniture,North,35358,10760
11295,2023-01-05,Clothing,North,13023,5775
11296,2023-04-03,Electronics,North,36756,14521
11297,2023-08-02,Furniture,West,21145,9491
11298,2021-01-07,Furniture,East,28839,2392
11299,2021-11-26,Clothing,South,17481,3766
11300,2023-02-14,Clothing,North,10587,2437
11301,2021-05-31,Furniture,West,40358,8907
11302,2024-01-14,Furniture,West,31637,428
11303,2021-05-27,Clothing,South,4589,7676
11304,2024-11-05,Electronics,East,14344,-1831
11305,2023-07-04,Clothing,North,5239,3915
11306,2024-08-01,Clothing,North,13408,3984
11307,2022-12-01,Electronics,West,34092,12923
11308,2021-03-23,Electronics,East,28936,4844
11309,2022-05-29,Furniture,North,29410,-1035
11310,2023-03-26,Clothing,South,9184,2101
11311,2022-12-10,Electronics,East,38821,3380
11312,2023-01-16,Clothing,East,19530,4826
11313,2023-10-20,Electronics,West,30270,-1889
11314,2024-11-10,Electronics,West,31385,14976
11315,2022-12-08,Clothing,North,12236,7502
11316,2022-04-16,Electronics,West,22726,3983
11317,2024-02-17,Electronics,East,27178,8321
11318,2022-01-31,Furniture,North,44294,2909
11319,2021-09-18,Electronics,North,42737,7143
11320,2023-03-16,Electronics,East,25886,9528
11321,2023-07-23,Furniture,North,32791,3301
11322,2024-07-03,Clothing,South,4354,5819
11323,2023-06-24,Clothing,South,2225,6828
11324,2024-06-03,Furniture,North,43381,9082
11325,2023-12-13,Electronics,West,17495,7002
11326,2023-07-29,Clothing,South,4699,5409
11327,2023-05-04,Clothing,North,9517,1519
11328,2024-10-19,Furniture,South,55212,10903
11329,2024-07-27,Clothing,West,15698,6078
11330,2022-08-16,Clothing,East,8729,7461
11331,2022-12-15,Clothing,North,17122,6255
11332,2024-03-27,Clothing,North,19180,2457
11333,2022-09-24,Clothing,North,15300,3520
11334,2021-02-28,Clothing,North,6441,5319
11335,2021-05-08,Clothing,North,3101,5984
11336,2023-01-06,Clothing,North,11229,4731
11337,2022-12-22,Clothing,West,20299,7040
11338,2024-02-13,Clothing,East,14366,2278
11339,2024-05-17,Furniture,West,10981,11130
11340,2022-06-10,Clothing,West,10566,2253
11341,2022-06-05,Furniture,East,16349,5728
11342,2022-07-06,Furniture,West,28375,-1554
11343,2021-08-25,Clothing,South,14820,3069
11344,2024-07-28,Clothing,West,4872,1676
11345,2024-10-14,Furniture,North,57333,413
11346,2024-05-09,Clothing,South,18496,4272
11347,2024-07-25,Furniture,South,23423,294
11348,2024-06-12,Clothing,East,12037,5921
11349,2022-05-09,Clothing,West,3987,6135
11350,2021-01-04,Electronics,West,45597,9434
11351,2022-10-28,Electronics,South,29312,14636
11352,2022-03-18,Furniture,West,42383,4428
11353,2021-01-29,Clothing,West,19007,3656
11354,2024-02-07,Clothing,East,13328,3889
11355,2022-09-02,Furniture,South,19458,-2055
11356,2023-03-16,Clothing,North,11352,2794
11357,2021-03-16,Clothing,South,10632,2592
11358,2023-04-18,Clothing,East,5759,5612
11359,2024-03-15,Clothing,East,18937,5404
11360,2021-05-08,Electronics,East,9112,777
11361,2021-02-11,Clothing,West,17587,2333
11362,2024-10-11,Clothing,South,4308,3993
11363,2021-02-10,Electronics,West,21562,9304
11364,2023-07-23,Clothing,West,9015,4425
11365,2021-02-03,Electronics,South,13710,10588
11366,2023-11-07,Electronics,East,37657,13436
11367,2024-03-22,Electronics,North,29815,13196
11368,2023-09-25,Electronics,North,26089,14901
11369,2024-11-02,Clothing,South,25485,7765
11370,2022-08-11,Furniture,South,12506,7072
11371,2021-12-08,Clothing,East,23576,6651
11372,2021-01-27,Electronics,South,46247,8434
11373,2024-08-03,Electronics,South,11090,4497
11374,2022-10-08,Electronics,East,38417,12691
11375,2023-01-01,Clothing,East,8993,1473
11376,2021-06-17,Electronics,West,29661,6257
11377,2022-09-02,Clothing,South,8092,3406
11378,2021-09-25,Electronics,North,8570,10084
11379,2023-04-01,Furniture,South,10307,-1258
11380,2022-03-31,Electronics,North,49742,-1235
11381,2023-06-25,Electronics,North,49732,5735
11382,2024-11-25,Furniture,North,34062,9431
11383,2023-07-11,Electronics,West,19377,11274
11384,2023-09-08,Electronics,East,22297,6036
11385,2022-12-03,Clothing,East,12474,1039
11386,2022-09-26,Clothing,West,4049,3783
11387,2021-05-10,Clothing,East,6675,2163
11388,2023-10-17,Electronics,West,61417,10028
11389,2024-10-18,Electronics,South,36169,13077
11390,2023-03-30,Electronics,West,47911,-90
11391,2022-11-24,Electronics,East,53950,2609
11392,2024-08-08,Furniture,East,21134,-544
11393,2024-10-26,Clothing,South,21465,3835
11394,2023-03-05,Electronics,West,15056,753
11395,2021-01-29,Clothing,South,3372,6542
11396,2021-05-29,Electronics,North,17636,1376
11397,2024-08-12,Furniture,West,40783,3481
11398,2021-01-11,Electronics,South,24447,14713
11399,2022-11-07,Electronics,South,16715,14524
11400,2024-02-11,Clothing,East,15619,5039
11401,2021-07-06,Clothing,West,7594,4403
11402,2023-03-18,Clothing,North,7364,949
11403,2023-01-14,Electronics,North,28830,2806
11404,2024-06-04,Electronics,West,8869,4079
11405,2024-08-26,Clothing,West,9307,4064
11406,2021-04-08,Electronics,South,11659,1602
11407,2021-02-24,Furniture,East,24385,5983
11408,2022-09-15,Electronics,East,27337,3131
11409,2022-10-26,Clothing,East,4365,1490
11410,2023-01-28,Clothing,West,18771,5911
11411,2022-02-10,Electronics,East,24246,6441
11412,2021-03-10,Clothing,South,12219,2028
11413,2024-08-28,Furniture,West,30577,4552
11414,2024-08-05,Electronics,West,19301,7515
11415,2023-01-21,Furniture,East,36802,-4109
11416,2024-03-17,Clothing,North,19689,7393
11417,2024-06-21,Electronics,North,28932,2192
11418,2023-08-16,Electronics,South,24128,8362
11419,2021-12-31,Electronics,East,32120,7177
11420,2022-04-27,Clothing,East,8644,5282
11421,2021-07-20,Clothing,West,12052,3637
11422,2021-06-03,Furniture,West,13898,-846
11423,2021-03-14,Furniture,East,23809,1409
11424,2022-12-14,Clothing,West,18879,7541
11425,2021-10-23,Clothing,East,8206,6146
11426,2023-11-07,Electronics,South,62888,11717
11427,2024-05-25,Clothing,West,13864,3522
11428,2021-03-02,Electronics,East,20876,-1084
11429,2023-07-28,Clothing,West,11325,6996
11430,2021-02-11,Electronics,South,44775,1485
11431,2021-01-25,Electronics,West,29181,8961
11432,2023-11-29,Electronics,East,33416,9908
11433,2021-05-11,Electronics,West,44122,11509
11434,2024-06-06,Clothing,West,9101,5651
11435,2021-04-18,Clothing,East,6743,1259
11436,2021-06-21,Clothing,North,9014,3912
11437,2024-12-29,Clothing,West,25663,2690
11438,2021-04-12,Clothing,West,11140,6687
11439,2023-05-16,Electronics,South,16219,5163
11440,2022-06-08,Electronics,North,10470,8730
11441,2021-10-02,Clothing,South,24105,3392
11442,2023-12-04,Clothing,East,7946,5722
11443,2023-03-28,Electronics,East,15749,9914
11444,2023-08-15,Electronics,South,23007,9923
11445,2023-11-07,Electronics,West,52790,11042
11446,2021-11-26,Clothing,North,25940,1336
11447,2021-01-12,Electronics,South,21181,10130
11448,2024-09-03,Clothing,South,5405,6792
11449,2021-08-04,Furniture,East,20862,10249
11450,2021-12-05,Electronics,West,50628,10939
11451,2022-10-23,Furniture,North,50610,848
11452,2024-01-10,Clothing,South,8817,2127
11453,2022-01-09,Clothing,North,8143,6817
11454,2023-09-03,Clothing,North,12058,704
11455,2022-12-11,Clothing,South,17902,5772
11456,2024-05-08,Clothing,North,13366,1291
11457,2022-04-11,Electronics,East,36668,11428
11458,2024-01-18,Electronics,West,24024,1747
11459,2024-07-15,Electronics,West,17297,-393
11460,2022-05-04,Electronics,West,29458,14450
11461,2021-02-16,Electronics,East,23535,5645
11462,2024-08-04,Electronics,East,12158,7005
11463,2023-02-17,Electronics,East,24786,5925
11464,2023-11-06,Clothing,West,20332,4666
11465,2022-12-12,Furniture,North,38101,10076
11466,2022-02-05,Furniture,East,29377,4278
11467,2023-09-08,Clothing,South,2771,4172
11468,2024-01-15,Clothing,East,13440,7871
11469,2021-09-07,Furniture,South,36245,3167
11470,2022-01-26,Electronics,West,9556,9150
11471,2021-12-01,Electronics,South,11896,10534
11472,2022-09-21,Furniture,East,30328,3039
11473,2021-05-17,Clothing,East,16659,6803
11474,2023-06-02,Clothing,North,4977,4849
11475,2022-11-19,Electronics,West,37390,-1578
11476,2023-04-07,Electronics,South,39275,9985
11477,2022-12-28,Furniture,West,50319,11474
11478,2022-08-17,Clothing,East,5372,6536
11479,2024-05-31,Electronics,North,42710,7950
11480,2023-09-17,Electronics,East,42247,2626
11481,2022-01-07,Clothing,East,12777,5647
11482,2023-07-24,Clothing,East,7443,7890
11483,2023-09-22,Electronics,South,8079,3577
11484,2022-02-06,Furniture,East,22901,-2777
11485,2022-09-07,Electronics,West,43337,7964
11486,2024-07-20,Electronics,West,21768,14249
11487,2024-03-28,Clothing,North,4623,1903
11488,2024-03-21,Electronics,West,15485,9800
11489,2023-09-22,Furniture,East,39784,7798
11490,2022-09-12,Clothing,East,6980,4378
11491,2021-07-07,Clothing,West,3949,3960
11492,2024-01-27,Electronics,North,28881,7958
11493,2021-05-11,Electronics,North,16697,13493
11494,2023-03-16,Electronics,West,29199,7586
11495,2024-04-09,Clothing,South,2256,2220
11496,2023-07-25,Clothing,South,15241,7847
11497,2023-09-13,Furniture,South,17076,-3929
11498,2021-07-02,Clothing,South,3622,5492
11499,2023-09-10,Furniture,West,12066,3642
11500,2021-12-30,Clothing,North,3766,5675
11501,2021-02-08,Electronics,East,37412,6273
11502,2022-05-12,Electronics,East,46549,11622
11503,2024-10-04,Clothing,West,19869,2707
11504,2023-09-09,Electronics,East,34578,7883
11505,2023-07-10,Electronics,South,30217,8707
11506,2024-11-21,Clothing,North,13114,5448
11507,2022-12-23,Furniture,West,27420,11500
11508,2024-03-30,Electronics,North,46553,4507
11509,2021-01-16,Clothing,West,7830,6532
11510,2022-05-08,Furniture,West,34511,-4341
11511,2024-12-20,Clothing,West,17595,6310
11512,2024-02-06,Electronics,West,35126,2682
11513,2023-06-13,Electronics,North,18939,6826
11514,2021-11-07,Clothing,East,9423,3311
11515,2023-01-09,Clothing,West,14645,4515
11516,2024-04-08,Furniture,South,37315,4710
11517,2022-06-30,Clothing,West,10813,5077
11518,2022-02-18,Electronics,North,22161,7729
11519,2021-09-08,Electronics,West,34913,8262
11520,2023-01-29,Clothing,South,4365,5503
11521,2024-03-10,Electronics,North,25238,13552
11522,2024-07-21,Electronics,West,10728,13477
11523,2024-12-10,Clothing,South,9019,7126
11524,2023-11-29,Electronics,North,10570,-1707
11525,2023-03-25,Electronics,West,35264,12727
11526,2021-01-29,Electronics,South,18488,4846
11527,2023-08-16,Electronics,North,48352,14670
11528,2022-04-22,Electronics,West,38996,6641
11529,2021-11-14,Clothing,North,17461,7086
11530,2021-09-02,Furniture,South,20895,303
11531,2023-01-18,Electronics,West,30258,6444
11532,2022-11-28,Clothing,West,15094,2836
11533,2021-09-29,Electronics,West,8999,1760
11534,2024-06-16,Clothing,South,6116,4911
11535,2022-01-12,Furniture,East,31941,5362
11536,2021-09-23,Clothing,West,13113,5555
11537,2023-07-15,Furniture,South,36521,9982
11538,2023-07-10,Electronics,North,37639,-147
11539,2024-10-14,Electronics,North,51283,11079
11540,2021-12-06,Furniture,South,21963,7935
11541,2022-01-24,Electronics,East,20552,14053
11542,2022-07-31,Electronics,South,40276,-1138
11543,2021-01-03,Clothing,North,6527,4555
11544,2024-12-23,Furniture,North,35883,-1205
11545,2024-03-11,Furniture,West,10527,-2078
11546,2022-01-11,Electronics,East,13849,10956
11547,2021-11-20,Furniture,South,49582,1959
11548,2021-05-26,Electronics,North,43854,7962
11549,2021-10-20,Electronics,North,35967,13419
11550,2022-03-08,Clothing,North,5323,945
11551,2022-12-06,Electronics,South,33031,7963
11552,2023-08-07,Electronics,South,23437,14855
11553,2022-08-08,Clothing,East,18411,1059
11554,2022-02-03,Electronics,West,18847,1236
11555,2023-03-28,Electronics,West,21487,9848
11556,2024-09-29,Electronics,West,21155,9255
11557,2023-08-22,Clothing,North,3979,3216
11558,2024-03-09,Clothing,West,11007,2826
11559,2021-07-06,Clothing,North,4330,1502
11560,2021-03-02,Clothing,East,11734,6948
11561,2023-07-28,Clothing,North,8837,4704
11562,2024-11-04,Furniture,East,49245,2354
11563,2022-12-11,Electronics,East,56286,11209
11564,2023-03-18,Electronics,West,44680,9316
11565,2024-09-04,Furniture,West,44189,8510
11566,2024-08-18,Electronics,North,32966,9152
11567,2024-09-29,Furniture,South,15617,-3805
11568,2021-01-11,Clothing,West,8229,3105
11569,2023-12-22,Clothing,West,9496,3727
11570,2021-08-14,Electronics,South,16077,13880
11571,2024-03-22,Electronics,South,39385,7345
11572,2022-07-18,Electronics,West,45968,7874
11573,2023-02-11,Clothing,South,2294,6597
11574,2024-08-26,Clothing,North,8412,1144
11575,2023-06-04,Furniture,East,16678,10735
11576,2024-06-20,Electronics,East,29404,3743
11577,2024-10-21,Electronics,West,31842,6775
11578,2024-09-15,Electronics,West,17678,2864
11579,2024-02-05,Clothing,North,15467,2148
11580,2021-08-14,Furniture,South,25677,10918
11581,2023-04-05,Electronics,West,30765,381
11582,2021-08-06,Clothing,East,18489,4053
11583,2023-07-26,Electronics,North,13818,7886
11584,2023-01-23,Clothing,North,2381,3236
11585,2022-05-21,Furniture,South,11316,454
11586,2021-09-16,Electronics,West,21107,2074
11587,2021-02-23,Electronics,West,29188,12811
11588,2023-12-07,Furniture,North,54558,2621
11589,2022-12-28,Furniture,East,43032,11126
11590,2022-11-20,Clothing,West,13850,3402
11591,2024-01-28,Clothing,East,14872,1442
11592,2023-11-10,Electronics,North,21253,8909
11593,2022-02-23,Clothing,West,12760,3892
11594,2022-11-21,Furniture,East,15737,8669
11595,2023-04-30,Clothing,North,4938,2983
11596,2021-03-03,Electronics,East,35482,-625
11597,2024-03-14,Electronics,West,32240,8015
11598,2021-08-04,Electronics,South,24628,13060
11599,2021-01-03,Electronics,East,35437,14863
11600,2021-06-09,Electronics,South,18654,12253
11601,2023-02-20,Electronics,West,19565,-1913
11602,2024-02-18,Electronics,South,17432,6764
11603,2023-06-12,Electronics,North,8178,14546
11604,2024-01-18,Clothing,South,4640,1505
11605,2021-11-25,Electronics,East,51886,421
11606,2022-08-03,Electronics,East,28526,-783
11607,2024-10-12,Electronics,South,56214,-1071
11608,2024-07-14,Electronics,North,48726,-498
11609,2023-08-10,Clothing,West,2420,5888
11610,2024-09-08,Electronics,South,46598,3811
11611,2022-09-27,Clothing,East,10619,896
11612,2023-09-15,Furniture,East,23527,11223
11613,2024-05-03,Clothing,South,2106,4549
11614,2023-07-10,Clothing,South,10289,2403
11615,2023-01-08,Furniture,South,15376,-4958
11616,2024-09-17,Clothing,West,3577,4690
11617,2021-06-19,Electronics,East,30449,3885
11618,2022-06-05,Electronics,East,36859,6576
11619,2021-02-09,Furniture,East,21663,-1423
11620,2024-07-08,Electronics,West,13244,134
11621,2024-11-19,Electronics,North,15459,2321
11622,2023-08-13,Clothing,East,7776,2892
11623,2024-06-03,Furniture,East,26119,828
11624,2023-09-11,Electronics,North,41063,-1587
11625,2024-02-22,Clothing,West,12187,6778
11626,2023-09-02,Electronics,North,14668,13344
11627,2021-02-07,Clothing,North,10195,677
11628,2021-11-24,Electronics,North,58658,3482
11629,2024-06-28,Electronics,North,24076,13376
11630,2024-04-14,Furniture,West,15392,11673
11631,2023-07-03,Clothing,West,16309,733
11632,2022-03-30,Clothing,North,18791,1193
11633,2021-02-06,Electronics,South,41937,6623
11634,2024-09-01,Electronics,South,48550,11856
11635,2023-08-31,Clothing,South,11174,3660
11636,2023-03-07,Electronics,South,13530,2992
11637,2023-08-31,Electronics,East,31354,1312
11638,2022-08-16,Electronics,West,12318,12059
11639,2024-02-12,Clothing,West,3688,967
11640,2023-11-30,Furniture,North,48349,4537
11641,2024-08-17,Furniture,East,33663,9604
11642,2021-08-12,Clothing,North,6721,5871
11643,2021-11-14,Electronics,North,64962,5541
11644,2021-12-15,Electronics,West,47154,12785
11645,2021-04-25,Furniture,East,39473,8679
11646,2022-11-29,Electronics,South,46078,10542
11647,2024-09-08,Furniture,West,27870,9461
11648,2023-11-30,Electronics,East,44189,9038
11649,2021-02-09,Furniture,East,35933,7252
11650,2024-08-05,Furniture,West,39236,4770
11651,2024-07-09,Furniture,West,13749,6817
11652,2021-08-04,Electronics,North,43271,5855
11653,2024-03-16,Electronics,North,31439,9101
11654,2021-12-02,Electronics,North,45812,14783
11655,2024-04-06,Electronics,South,34809,12619
11656,2021-04-02,Electronics,West,25923,12985
11657,2021-12-19,Clothing,East,22133,736
11658,2022-07-25,Electronics,West,31569,7119
11659,2023-03-27,Clothing,East,6124,2895
11660,2023-02-20,Clothing,South,18375,949
11661,2021-12-29,Electronics,West,29944,7442
11662,2022-07-11,Furniture,East,22643,-2699
11663,2024-09-30,Electronics,East,15710,3792
11664,2024-04-08,Electronics,North,15216,9712
11665,2021-12-22,Clothing,South,8976,6499
11666,2021-07-10,Furniture,West,37930,11983
11667,2022-02-26,Electronics,North,15288,9266
11668,2022-12-01,Electronics,South,49414,13586
11669,2021-01-07,Clothing,North,3567,7418
11670,2021-05-13,Electronics,West,9094,9135
11671,2022-07-11,Clothing,East,15508,4653
11672,2023-04-06,Furniture,West,19684,1191
11673,2023-01-31,Furniture,South,27842,3046
11674,2023-11-21,Electronics,West,16814,12038
11675,2022-06-19,Electronics,South,9354,4473
11676,2022-03-02,Electronics,North,37816,10794
11677,2024-11-18,Electronics,South,14251,12503
11678,2022-11-03,Electronics,East,14354,4973
11679,2021-12-29,Electronics,East,19680,9226
11680,2024-12-31,Furniture,East,32190,340
11681,2021-03-23,Furniture,North,15111,-1919
11682,2021-12-22,Electronics,South,49159,5802
11683,2024-07-05,Electronics,North,25913,5994
11684,2022-08-12,Electronics,West,11531,7343
11685,2021-10-22,Electronics,West,53929,4229
11686,2024-06-01,Clothing,West,18588,7284
11687,2023-12-06,Clothing,West,18227,3609
11688,2024-02-11,Furniture,East,31866,4524
11689,2024-06-10,Clothing,South,12041,5342
11690,2021-01-17,Clothing,East,10103,1737
11691,2021-12-26,Clothing,South,22217,1017
11692,2024-05-31,Electronics,South,42206,13029
11693,2023-05-16,Clothing,North,6517,2812
11694,2022-12-01,Clothing,West,16776,1744
11695,2022-03-24,Electronics,South,10416,13293
11696,2023-05-06,Electronics,West,14490,9683
11697,2021-12-31,Electronics,West,17990,12850
11698,2022-11-06,Furniture,West,24601,10921
11699,2023-10-05,Electronics,East,41938,3721
11700,2024-09-11,Electronics,West,49191,2930
11701,2022-04-12,Electronics,South,12353,5832
11702,2022-02-18,Clothing,East,18786,7067
11703,2022-08-09,Electronics,West,15770,14556
11704,2024-06-10,Furniture,North,25094,2935
11705,2024-06-01,Furniture,West,12675,6240
11706,2023-09-21,Clothing,West,6005,6007
11707,2024-12-06,Clothing,East,11107,1137
11708,2022-07-26,Electronics,South,25332,12388
11709,2021-12-01,Electronics,West,12602,12753
11710,2024-05-30,Clothing,East,18526,6501
11711,2021-02-06,Electronics,East,47420,12985
11712,2023-09-16,Electronics,South,45349,3087
11713,2021-10-05,Clothing,East,4498,4387
11714,2024-05-04,Electronics,South,49252,7835
11715,2023-07-05,Furniture,North,20910,846
11716,2022-04-29,Electronics,West,16463,11336
11717,2024-06-19,Clothing,East,4369,1305
11718,2024-09-09,Clothing,North,15992,3674
11719,2023-01-01,Clothing,East,2882,7707
11720,2021-07-11,Electronics,East,38954,1171
11721,2023-11-07,Clothing,North,5252,5701
11722,2022-06-08,Furniture,East,33116,1372
11723,2023-07-07,Clothing,East,9562,4084
11724,2022-02-05,Electronics,North,13900,5965
11725,2023-06-05,Clothing,East,10465,1089
11726,2022-12-06,Clothing,South,9181,4133
11727,2021-01-22,Electronics,East,26374,14240
11728,2022-04-19,Furniture,West,11258,8598
11729,2024-02-18,Electronics,East,10866,14955
11730,2021-07-29,Clothing,West,10736,6056
11731,2021-11-02,Clothing,West,19115,1137
11732,2024-07-17,Clothing,East,6882,4892
11733,2022-12-05,Furniture,North,47054,-1328
11734,2022-11-18,Furniture,South,54628,-289
11735,2021-10-12,Electronics,South,27605,-1841
11736,2022-12-17,Electronics,East,45528,3938
11737,2023-02-02,Electronics,North,41348,2474
11738,2024-06-04,Clothing,North,11941,7573
11739,2023-08-06,Furniture,South,10921,-2227
11740,2022-01-16,Electronics,North,12462,4733
11741,2022-04-05,Electronics,East,9865,-1289
11742,2023-10-28,Electronics,East,63021,11446
11743,2021-01-29,Furniture,North,23394,-4610
11744,2023-06-26,Electronics,East,17262,2487
11745,2023-11-23,Electronics,West,45943,8620
11746,2023-05-29,Clothing,South,15570,7247
11747,2021-03-20,Furniture,East,39605,1066
11748,2023-08-05,Clothing,North,6494,2647
11749,2022-04-04,Clothing,South,5572,4978
11750,2022-07-24,Electronics,East,35839,13939
11751,2024-12-24,Clothing,South,23738,4325
11752,2023-01-08,Clothing,North,12249,2811
11753,2024-08-01,Furniture,West,42011,6071
11754,2022-05-31,Electronics,West,47541,4905
11755,2024-01-28,Electronics,East,11642,4338
11756,2022-02-01,Electronics,West,17622,13655
11757,2021-02-08,Electronics,East,47008,12797
11758,2024-07-18,Furniture,South,17806,-4243
11759,2023-06-06,Electronics,East,34710,4220
11760,2023-03-08,Clothing,East,12104,2239
11761,2021-06-06,Electronics,East,35793,12316
11762,2024-01-04,Electronics,West,30505,6956
11763,2023-06-03,Clothing,East,5497,2172
11764,2024-02-28,Electronics,North,39510,6774
11765,2023-09-01,Electronics,East,29017,-179
11766,2024-01-13,Clothing,South,19569,5025
11767,2023-11-12,Clothing,North,16083,688
11768,2023-04-29,Electronics,South,42514,3797
11769,2024-11-06,Furniture,South,34167,3089
11770,2023-01-18,Clothing,South,14137,2826
11771,2023-09-16,Clothing,North,9597,6244
11772,2021-01-21,Electronics,North,39261,4107
11773,2021-10-30,Electronics,West,43888,793
11774,2023-05-19,Electronics,North,19138,500
11775,2021-03-25,Electronics,East,39608,11138
11776,2024-11-11,Electronics,South,63867,2925
11777,2024-07-04,Furniture,West,27464,-547
11778,2022-07-24,Clothing,North,16779,4408
11779,2023-07-23,Electronics,South,9325,9369
11780,2024-03-31,Clothing,North,12340,5716
11781,2024-04-01,Electronics,West,27369,-539
11782,2023-10-06,Clothing,North,15072,572
11783,2023-03-04,Clothing,North,8030,5111
